"product_id","Подкатегория прайс-листа","Тип","Серия прайс-листа","Категория","Подразделение","Подкатегория","Наименование","Артикул","Бренд","Описание","Валюта РРЦ","PPЦ","Валюта дилерская","Дилерская цена","МИЦ","Валюта МИЦ","Параметри"
"000025060","Multi","Зовнішній блок для мультисплітсистем","Multi","Кондиціонери мультиспліт","Климат Київ","Побутовий","CU-5E34PBD","0106011402-000025060","Panasonic","Підключення не менше 5 внутрішніх блоків.","USD","2900","USD","2027","0.02","грн."
"100434229","","Системи димовідведення","","Котли","Тепло Київ","Аксесуари","Коліно, 45 градусів (71.МТ7.00.17) 60/100","0301070147-100434229","Immergas","Коліно коаксіальне 45 градусів,  діаметром 60мм/100мм для традиційних котлів.","EUR","17","EUR","12","430","грн."
"100430233","Инвертор","Спліт-системи підстельового типу","2.0 SERIES (-15 С )","Кондиціонери напівпромислові","Климат Київ","Напівпромисловий","LBСI2-36IH2/LBUI2-36OH2","0105021121-100430233","Leberg","Кондиціонер зручний в монтажі, оснащений автоматичною роботою повітряних затулок.","USD","1930","USD","1256","0.02","грн."
"000025042","","Інше","","VRF","ПРОМ Київ","Аксесуари","VL 32-230V","0201070001-000025042","Neoclima","","EUR","146.3","EUR","61.45","0","грн."
"100422918","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0300LV Компенсаційний бак 300 літрів (з ніжками)","0313020019-100422918","Roda","Компенсаційний бак для опалення вертикальний 300 літрів (з ніжками) RCTH0300LV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","212.14","EUR","178.19","6399","грн."
"100422919","","Інше","","Розширювальні баки","Тепло Київ","Солар","RCTS0012RV Компенсаційний бак для сонячних систем 12 літрів","0313030019-100422919","Roda","Компенсаційний бак ддя сонячних систем 12 літрів RCTS0012RV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системах сонячних колекторів. Мембрана розділює компенсаційний бак на повітряну та рідинну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","19.89","EUR","16.71","602","грн."
"100422916","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0150LV Компенсаційний бак 150 літрів (з ніжками)","0313020019-100422916","Roda","Компенсаційний бак для опалення вертикальний 150 літрів (з ніжками) RCTH0150LV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","139.22","EUR","116.95","4199","грн."
"100422917","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0200LV Компенсаційний бак 200 літрів (з ніжками)","0313020019-100422917","Roda","Компенсаційний бак для опалення вертикальний 200 літрів (з ніжками) RCTH0200LV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","180.1","EUR","151.28","5499","грн."
"100422914","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0080LV Компенсаційний бак 80 літрів (з ніжками)","0313020019-100422914","Roda","Компенсаційний бак для опалення вертикальний 80 літрів (з ніжками) RCTH0080LV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","79.55","EUR","66.82","2399","грн."
"100422915","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0100LV Компенсаційний бак 100 літрів (з ніжками)","0313020019-100422915","Roda","Компенсаційний бак для опалення вертикальний 100 літрів (з ніжками) RCTH0100LV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","90.59","EUR","76.11","2699","грн."
"100422912","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0035LV Компенсаційний бак 35 літрів (з ніжками)","0313020019-100422912","Roda","Компенсаційний бак для опалення вертикальний 35 літрів (з ніжками) RCTH0035LV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","40.22","EUR","33.79","1218","грн."
"100422913","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0050LV Компенсаційний бак 50 літрів (з ніжками)","0313020019-100422913","Roda","Компенсаційний бак для опалення вертикальний 50 літрів (з ніжками) RCTH0050LV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","47.74","EUR","40.09","1445","грн."
"100422910","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0018RV Компенсаційний бак 18 літрів","0313020019-100422910","Roda","Компенсаційний бак для опалення вертикальний 18 літрів RCTH0018RV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","20.77","EUR","17.45","629","грн."
"100422911","","Інше","","Розширювальні баки","Тепло Київ","Опалення","RCTH0024RV Компенсаційний бак 24 літрів","0313020019-100422911","Roda","Компенсаційний бак для опалення вертикальний 24 літрів RCTH0024RV Roda, призначений для компенсації розширення рідини внаслідок нагріву в системі опалення та гарячого водопостачання. Мембрана розділяє компенсаційний бак на повітряну та водяну камери. Корпус виконаний з вуглецевої сталі, зовнішнє епоксидне поліестерове покриття перешкоджає появі корозії, є можливість заміни мембрани.","EUR","22.09","EUR","18.57","669","грн."
"000002876","","Інше","","Кондиціонери напівпромислові","Климат Київ","Інше","CZ-BT03P","0105000002-000002876","Panasonic","Панель Panasonic CZ-BT03P","USD","250","USD","160","0","грн."
"100424588","Multi","Внутрішній блок настінного типу до мультисплітсистеми","N3KV","Кондиціонери мультиспліт","Климат Київ","Побутовий","RAS-B10N3KV2-E1","0106011504-100424588","Toshiba","Настінні блоки сучасного стильного дизайну, відрізняються максимальною продуктивністю, пульт дистанційного керування з дисплеєм, функція самоочищення підтримує внутрішній блок сухим і чистим, захищає від непрємного запаху, 5 швидкостей вентилятора + автоматичний вибір швидкості + режим макс. потужності, 12 положень повітророзподільних жалюзі, фільтр Toshiba IAQ очищає повітря від пилу і запахів.","USD","350","USD","226","0.02","грн."
"100435691","","Фітінги Rayper для труби зі сшитого поліетилену","","Системи трубопроводів","Тепло Київ","Багатошарові труби та фітінги","Коліно РЗ 25х3/4""  (RPERALKTR2534) Rayper","0311010519-100435691","Roda","","EUR","8.5","EUR","5.53","207","грн."
"100435690","","Фітінги Rayper для труби зі сшитого поліетилену","","Системи трубопроводів","Тепло Київ","Багатошарові труби та фітінги","Коліно РЗ 20х3/4""  (RPERALKTR2034) Rayper","0311010519-100435690","Roda","","EUR","6.15","EUR","3.97","149","грн."
"100435693","","Фітінги Rayper для труби зі сшитого поліетилену","","Системи трубопроводів","Тепло Київ","Багатошарові труби та фітінги","Коліно РЗ 32х1""  (RPERALKTR321) Rayper","0311010519-100435693","Roda","","EUR","14.7","EUR","9.55","357","грн."
"100435692","","Фітінги Rayper для труби зі сшитого поліетилену","","Системи трубопроводів","Тепло Київ","Багатошарові труби та фітінги","Коліно РЗ 25х1""  (RPERALKTR251) Rayper","0311010519-100435692","Roda","","EUR","9.95","EUR","6.47","242","грн."
"100435694","","Фітінги Rayper для труби зі сшитого поліетилену","","Системи трубопроводів","Тепло Київ","Багатошарові труби та фітінги","Коліно для підключення радіаторів 16х15х300 мм (RPERALKTR1615) Rayper","0311010519-100435694","Roda","","EUR","14.15","EUR","9.2","344","грн."
"100423245","","Вертикальні","з нержавіючої сталі","Накопичувальні водонагрівачі","Тепло Київ","Електричні","RODA Aqua INOX 80 VM","0304050119-100423245","Roda","Водонагрівач електричний накопичувальний, вертикальний, внутрішній бак з нержавіючої сталі, з мокрим теном. Обладнаний захисними функціями: захист від перегріву; захист від високого тиску; захист від спустошення баку; захист від корозії внутрішнього баку за допомогою магнієвого аноду. Додатковий захист - пристрій захисного відключення від ураження електричним струмом. Мають LED-дисплей із індикацією температури. Зовнішній корпус кольору слонової кістки, виготовлений з матового полімеру. Клас пиловологозахисту IPX4.","USD","224","USD","170","5449","грн."
"100423244","","Вертикальні","з нержавіючої сталі","Накопичувальні водонагрівачі","Тепло Київ","Електричні","RODA Aqua INOX 50 VM","0304050119-100423244","Roda","Водонагрівач електричний накопичувальний, вертикальний, внутрішній бак з нержавіючої сталі, з мокрим теном. Обладнаний захисними функціями: захист від перегріву; захист від високого тиску; захист від спустошення баку; захист від корозії внутрішнього баку за допомогою магнієвого аноду. Додатковий захист - пристрій захисного відключення від ураження електричним струмом. Мають LED-дисплей із індикацією температури. Зовнішній корпус кольору слонової кістки, виготовлений з матового полімеру. Клас пиловологозахисту IPX4.","USD","184","USD","140","4499","грн."
"100423241","","Горизонтальні","з нержавіючої сталі","Накопичувальні водонагрівачі","Тепло Київ","Електричні","RODA Aqua INOX 80 НM","0304050219-100423241","Roda","Водонагрівач електричний накопичувальний, горизонтальний, внутрішній бак з нержавіючої сталі, з мокрим теном. Обладнаний захисними функціями: захист від перегріву; захист від високого тиску; захист від спустошення баку; захист від корозії внутрішнього баку за допомогою магнієвого аноду. Додатковий захист - пристрій захисного відключення від ураження електричним струмом. Мають LED-дисплей із індикацією температури. Зовнішній корпус кольору слонової кістки, виготовлений з матового полімеру. Клас пиловологозахисту IPX4.","USD","228","USD","172","5499","грн."
"100423240","","Горизонтальні","з нержавіючої сталі","Накопичувальні водонагрівачі","Тепло Київ","Електричні","RODA Aqua INOX 50 НM","0304050219-100423240","Roda","Водонагрівач електричний накопичувальний, горизонтальний, внутрішній бак з нержавіючої сталі, з мокрим теном. Обладнаний захисними функціями: захист від перегріву; захист від високого тиску; захист від спустошення баку; захист від корозії внутрішнього баку за допомогою магнієвого аноду. Додатковий захист - пристрій захисного відключення від ураження електричним струмом. Мають LED-дисплей із індикацією температури. Зовнішній корпус кольору слонової кістки, виготовлений з матового полімеру. Клас пиловологозахисту IPX4.","USD","186","USD","142","4549","грн."
"100423243","","Вертикальні","з нержавіючої сталі","Накопичувальні водонагрівачі","Тепло Київ","Електричні","RODA Aqua INOX 30 VM","0304050119-100423243","Roda","Водонагрівач електричний накопичувальний, вертикальний, внутрішній бак з нержавіючої сталі, з мокрим теном. Обладнаний захисними функціями: захист від перегріву; захист від високого тиску; захист від спустошення баку; захист від корозії внутрішнього баку за допомогою магнієвого аноду. Додатковий захист - пристрій захисного відключення від ураження електричним струмом. Мають LED-дисплей із індикацією температури. Зовнішній корпус кольору слонової кістки, виготовлений з матового полімеру. Клас пиловологозахисту IPX4.","USD","159","USD","120","3849","грн."
